Tissue,Protein,Coefficient
Conventional,SCLY,-0.2558722917
Conventional,SCP2,-0.0017127389
Conventional,SCRN1,0.090519774
Conventional,SDC1,-0.0658487917
Conventional,SELE,-0.0745734142
Conventional,SELP,0.1406678711
Conventional,SELPLG,0.0800295493
Conventional,SEMA3F,0.2255077411
Conventional,SEMA4C,0.0457547524
Conventional,SEMA4D,0.1051008625
Conventional,SEMA7A,0.9195072121
Conventional,SEPTIN9,-0.0435240513
Conventional,SERPINA11,0.0539702803
Conventional,SERPINA12,0.0045357025
Conventional,SERPINA9,0.0510172218
Conventional,SERPINB1,-0.1135493486
Conventional,SERPINB5,-0.0207511459
Conventional,SERPINB6,0.1811726407
Conventional,SERPINB8,-0.0116948576
Conventional,SERPINB9,-0.1965357051
Conventional,SERPINE1,0.0131249222
Conventional,SESTD1,0.0481635804
Conventional,SETMAR,0.0374076831
Conventional,SEZ6L,-0.1688448626
Conventional,SEZ6L2,-0.0980497529
Conventional,SF3B4,0.0270335747
Conventional,SFRP1,-0.0171522907
Conventional,SFTPA1,-0.0146139128
Conventional,SFTPA2,-0.0241370507
Conventional,SFTPD,0.0076648412
Conventional,SH2B3,-0.0196675481
Conventional,SH2D1A,-0.0446008527
Conventional,SHMT1,0.0203109993
Conventional,SIAE,-0.1537432273
Conventional,SIGLEC1,0.0206932976
Conventional,SIGLEC10,0.2623096502
Conventional,SIGLEC15,0.0051902597
Conventional,SIGLEC5,0.0079749237
Conventional,SIGLEC6,0.2894532698
Conventional,SIGLEC7,0.2583113969
Conventional,SIGLEC9,0.1609404116
Conventional,SIRPA,0.0364333988
Conventional,SIRPB1,0.0162893236
Conventional,SIRT2,-0.2053162019
Conventional,SIRT5,0.052341298
Conventional,SIT1,0.0111546005
Conventional,SKAP1,0.0467006542
Conventional,SKAP2,0.1098507527
Conventional,SLAMF6,0.0070164614
Conventional,SLAMF7,-0.1641030639
Conventional,SLAMF8,0.0028234376
Conventional,SLC16A1,-0.0075437796
Conventional,SLC27A4,-0.0055788204
Conventional,SLC39A14,-0.1122145602
Conventional,SLC39A5,0.1118207498
Conventional,SLIT2,-0.0196977971
Conventional,SLITRK2,0.3514874784
Conventional,SLITRK6,-0.0551331389
Conventional,SMAD1,0.2017422934
Conventional,SMAD5,0.2794188013
Conventional,SMARCA2,0.0072258544
Conventional,SMOC1,0.0513886292
Conventional,SMOC2,-0.1309261132
Conventional,SMPD1,-0.0639377323
Conventional,SMPDL3A,0.0027610568
Conventional,SNAP29,-0.2123015197
Conventional,SNCG,0.1300463175
Conventional,SNX9,-0.0336372631
Conventional,SOD1,0.0321653673
Conventional,SOD2,-0.4834336722
Conventional,SORCS2,0.3690540489
Conventional,SORD,-0.0151799604
Conventional,SOST,0.0098254841
Conventional,SPARCL1,0.199374839
Conventional,SPINK1,-0.3671379583
Conventional,SPINK4,0.0310461743
Conventional,SPINK5,-0.0666976118
Conventional,SPINK6,0.0649588395
Conventional,SPINT1,-0.6241614467
Conventional,SPINT2,-0.0651809439
Conventional,SPOCK1,0.2085442092
Conventional,SPON1,-0.2212896665
Conventional,SPON2,-0.4342907581
Conventional,SPP1,-0.2430564533
Conventional,SPRY2,-0.0777498911
Conventional,SRC,-0.1134099867
Conventional,SRP14,0.080641121
Conventional,SRPK2,0.046093135
Conventional,SSB,0.0982603036
Conventional,SSC4D,-0.0403386577
Conventional,SSC5D,0.186609045
Conventional,ST3GAL1,-0.1290108062
Conventional,ST6GAL1,-0.2105765585
Conventional,STAMBP,0.0149150767
Conventional,STAT5B,0.0763982825
Conventional,STC1,-1.91697e-05
Conventional,STC2,-0.5303622278
Conventional,STIP1,-0.0949309333
Conventional,STK11,-0.1777615021
Conventional,STK24,-0.0190069054
Conventional,STX4,0.0131967345
Conventional,STX8,-0.0077820634
Conventional,STXBP3,0.0270091203
Conventional,SUGT1,-0.0050018772
Conventional,SULT1A1,-0.0325652822
Conventional,SULT2A1,0.0334059507
Conventional,SUMF2,0.0484701857
Conventional,SUSD1,0.0076754957
Conventional,SUSD2,0.2626594297
Conventional,TAFA5,-0.4580164705
Conventional,TARBP2,0.0624205099
Conventional,TBC1D23,-0.0036437379
Conventional,TBC1D5,0.1258604928
Conventional,TBCB,0.0394471286
Conventional,TBCC,-0.2693859844
Conventional,TBL1X,-0.0337445117
Conventional,TCL1A,0.0703101445
Conventional,TCL1B,-0.0317541003
Conventional,TCN2,-0.1121322811
Conventional,TDRKH,0.0492129616
Conventional,TEK,0.0166173921
Conventional,TFF1,0.1523762285
Conventional,TFF2,-0.0436753713
Conventional,TFF3,-0.0083775937
Conventional,TFPI,0.2079427802
Conventional,TFPI2,0.0298301874
Conventional,TFRC,-0.0581618163
Conventional,TGFB1,0.1863036655
Conventional,TGFBI,0.055318621
Conventional,TGFBR2,0.7679958672
Conventional,TGFBR3,-0.164263981
Conventional,TGM2,-0.1637127145
Conventional,THBD,-0.0055357616
Conventional,THBS2,-0.6316487122
Conventional,THBS4,-0.3375042342
Conventional,THOP1,-0.2124274823
Conventional,THY1,-0.1492800255
Conventional,TIE1,0.0019814765
Conventional,TIGAR,0.0460534157
Conventional,TIMD4,0.0500068183
Conventional,TIMP1,0.5369761682
Conventional,TIMP3,0.0010449801
Conventional,TIMP4,0.2036124434
Conventional,TINAGL1,0.1386948029
Conventional,TJAP1,0.0679740049
Conventional,TLR3,0.0217371607
Conventional,TMPRSS15,0.084971754
Conventional,TMPRSS5,0.1052021399
Conventional,TMSB10,0.4002788593
Conventional,TNC,-0.0060792763
Conventional,TNF,-0.0888508823
Conventional,TNFAIP8,-0.0071048061
Conventional,TNFRSF10A,0.0432758454
Conventional,TNFRSF10B,0.0704597168
Conventional,TNFRSF10C,0.0807714009
Conventional,TNFRSF11A,-0.1131259363
Conventional,TNFRSF11B,0.7028373319
Conventional,TNFRSF12A,-0.1797187771
Conventional,TNFRSF13B,0.3600220199
Conventional,TNFRSF14,-0.6833326329
Conventional,TNFRSF1A,0.0929066877
Conventional,TNFRSF21,0.4834304408
Conventional,TNFRSF4,0.1875297902
Conventional,TNFRSF6B,0.0035263841
Conventional,TNFRSF8,0.0794681266
Conventional,TNFRSF9,0.0493260817
Conventional,TNFSF10,-0.2658001168
Conventional,TNFSF11,0.1566755859
Conventional,TNFSF12,-0.1013263281
Conventional,TNFSF13,0.7295807803
Conventional,TNFSF13B,-0.4543645537
Conventional,TNFSF14,0.0826727344
Conventional,TNNI3,-0.0031401391
Conventional,TNR,-0.0384000316
Conventional,TNXB,-0.6278005455
Conventional,TP53,-0.0790679512
Conventional,TP53INP1,-0.0583182061
Conventional,TPMT,-0.0074185129
Conventional,TPP1,-0.0808617752
Conventional,TPPP3,-0.0091795317
Conventional,TPSAB1,0.1734672746
Conventional,TPT1,-0.0178074653
Conventional,TRAF2,0.1749342806
Conventional,TREM2,0.1974594621
Conventional,TREML2,0.1639670814
Conventional,TRIAP1,-0.181743939
Conventional,TRIM21,-0.0091872588
Conventional,TRIM5,-0.0608283374
Conventional,TSHB,-0.0318062741
Conventional,TSLP,-0.0157434666
Conventional,TSPAN1,0.5515917937
Conventional,TST,0.085859812
Conventional,TXLNA,0.0297084261
Conventional,TXNDC15,-0.1349159953
Conventional,TXNDC5,-0.0448226905
Conventional,TXNRD1,0.5211226688
Conventional,TYMP,-0.2419920257
Conventional,TYRO3,-0.3481824746
Conventional,UBAC1,-0.3145980092
Conventional,ULBP2,0.0402867519
Conventional,UMOD,0.08762545
Conventional,USO1,-0.0904368865
Conventional,USP8,0.061484188
Conventional,UXS1,-0.1452650025
Conventional,VAMP5,0.0116421776
Conventional,VASH1,-0.0571464774
Conventional,VASN,0.1258225517
Conventional,VAT1,0.000642181
Conventional,VCAM1,0.0549257901
Conventional,VCAN,0.1150465614
Conventional,VEGFA,-0.0151326271
Conventional,VEGFC,0.0434045394
Conventional,VEGFD,-0.074410206
Conventional,VIM,0.0067840356
Conventional,VMO1,0.0708320158
Conventional,VNN2,0.0172555367
Conventional,VPS37A,-0.0687148731
Conventional,VPS53,0.0742975262
Conventional,VSIG4,0.1546732072
Conventional,VSIR,-0.1298333413
Conventional,VSTM1,0.0199514031
Conventional,VSTM2L,-0.0134495981
Conventional,VTA1,-0.170856647
Conventional,VTCN1,-0.1050495761
Conventional,VWA1,-0.1158853457
Conventional,VWC2,0.1843545688
Conventional,VWF,0.0855418379
Conventional,WARS,0.3292242215
Conventional,WAS,0.0789771426
Conventional,WASF1,-0.0341134119
Conventional,WASF3,0.0031620262
Conventional,WFDC12,0.0753718428
Conventional,WFDC2,0.4987769031
Conventional,WFIKKN1,0.1132786625
Conventional,WIF1,-0.4915447933
Conventional,WNT9A,0.998650639
Conventional,WWP2,0.1734787402
Conventional,XCL1,-0.1530084861
Conventional,XG,-0.108592074
Conventional,XPNPEP2,-0.0629528288
Conventional,XRCC4,-0.0522618096
Conventional,YES1,-0.1866508735
Conventional,YTHDF3,-0.0323388607
Conventional,ZBTB16,0.0954944216
Conventional,ZBTB17,0.0408817963
Muscle,Intercept,57.152477676
Muscle,CA3,1.372565621
Muscle,EGLN1,0.8596932457
Muscle,IDI2,1.3430214365
Muscle,SOD2,-1.3560513282
Stomach,Intercept,56.9487081236
Stomach,ANXA10,0.2328057885
Stomach,CA9,0.2160699097
Stomach,CBLIF,0.8838608248
Stomach,GHRL,0.2351830537
Stomach,GKN1,0.8036233018
Stomach,TFF1,1.5508816137
Stomach,TFF2,0.671588759
Male,Intercept,57.4180654907
Male,CLSPN,-0.2787235007
Male,CRISP2,0.0534988342
Male,DKKL1,0.9250017442
Male,DNAJB8,-0.3005031399
Male,IL13,-0.3253007176
Male,IL5,-0.2840334066
Male,KEL,1.219614509
Male,KLK4,3.0845125078
Male,LYAR,0.2810172883
Male,MSMB,1.1654731032
Male,TIMD4,0.4528560524
Female,Intercept,58.4190142409
Female,LEFTY2,2.898928826
Female,PAEP,-1.9574828123
Female,WFIKKN2,-0.3328998841
Intestine,Intercept,57.3173751015
Intestine,CCL25,0.9906907364
Intestine,CDH17,-0.4312173011
Intestine,CDHR2,1.4611090602
Intestine,CDHR5,-1.0976751153
Intestine,FABP2,-0.4083477951
Intestine,FABP6,0.1016573657
Intestine,GPA33,-0.0307615243
Intestine,GUCA2A,2.9489017258
Intestine,LGALS4,1.4341731563
Intestine,LYPD8,0.0942446871
Intestine,MEP1B,0.4010904704
Intestine,MLN,1.7653165274
Intestine,MUC13,-0.5831959829
Intestine,RBP2,-0.3287684065
Intestine,REG4,1.4710647343
Intestine,SPINK4,0.4017793869
Intestine,TMPRSS15,-0.0689306366
Liver,Intercept,57.368662801
Liver,ADH4,0.5250374179
Liver,AGXT,-0.9756962823
Liver,AKR1C4,-0.0378566555
Liver,AMBP,8.2891247881
Liver,ANG,-0.7162409689
Liver,ANGPTL3,1.9537011605
Liver,APOH,0.5663526017
Liver,ASGR1,-0.3387898529
Liver,C2,-0.4207832626
Liver,C4BPB,0.4667718968
Liver,CA5A,-0.2258208012
Liver,CCL16,0.9949196013
Liver,DCXR,0.9849490421
Liver,EPO,-0.1699639672
Liver,F7,-1.5208262318
Liver,F9,1.7889551175
Liver,FETUB,-3.7056437812
Liver,FGF21,0.1041437195
Liver,GDF2,-0.208295617
Liver,HAO1,0.1220937243
Liver,HSD11B1,-1.2198212733
Liver,IGFBP1,0.3280935899
Liver,INHBC,0.4881564995
Liver,ITIH3,2.5507994969
Liver,LBP,-0.6013288517
Liver,PON3,-1.6691973203
Liver,PROC,0.8166152333
Liver,SERPINA11,1.4589057932
Salivary,Intercept,57.2468945738
Salivary,CCL28,1.5271803162
Salivary,CXCL5,0.0876953802
Salivary,LPO,-1.0912186234
Salivary,ODAM,-0.8970400494
Kidney,Intercept,56.9971884853
Kidney,HAVCR1,4.1707818363
Kidney,ITGB6,-0.3151604992
Kidney,PTH1R,0.6747097982
Kidney,REN,0.4521343785
Kidney,UMOD,-0.2645429657
Organismal,Intercept,57.1492695823
Organismal,AARSD1,0.4410215247
Organismal,ABHD14B,0.1231494795
Organismal,ABL1,-0.0445613255
Organismal,ACAA1,-0.0294426953
Organismal,ACE2,0.1532239415
Organismal,ACOX1,-0.0229869282
Organismal,ACP5,-0.2888829922
Organismal,ACP6,0.0027075523
Organismal,ACTA2,0.6589529197
Organismal,ACTN4,-0.0073665688
Organismal,ACVRL1,-0.2546227219
Organismal,ACY1,0.360885476
Organismal,ADA,-0.4014986192
Organismal,ADA2,-0.5025179908
Organismal,ADAM15,0.0330953061
Organismal,ADAM23,-0.0116443245
Organismal,ADAMTS13,-0.3216639843
Organismal,ADAMTS15,-0.671660484
Organismal,ADAMTS16,0.4289213512
Organismal,ADAMTS8,0.0592192681
Organismal,ADGRB3,0.0333008527
Organismal,ADGRE5,0.4149783098
Organismal,ADGRG1,0.1766026515
Organismal,ADGRG2,-0.1475031985
Organismal,ADM,0.7749043755
Organismal,AFP,0.5140611036
Organismal,AGR2,0.0076585978
Organismal,AGR3,0.00010925
Organismal,AGRN,-0.2363636254
Organismal,AGRP,-0.7714566477
Organismal,AHCY,0.1616262182
Organismal,AIFM1,-0.1106605939
Organismal,AK1,0.1201823093
Organismal,AKT1S1,0.033065009
Organismal,AKT3,-0.0348498008
Organismal,ALCAM,0.2942676254
Organismal,ALDH1A1,-0.0603140453
Organismal,ALDH3A1,-0.037073865
Organismal,AMFR,0.0305060792
Organismal,AMIGO2,-0.4459916537
Organismal,AMN,-0.0427624316
Organismal,ANGPT1,0.3109068491
Organismal,ANGPT2,-0.4079748889
Organismal,ANGPTL1,-0.299199374
Organismal,ANGPTL2,-0.0352307386
Organismal,ANGPTL4,0.1613502137
Organismal,ANKRD54,-0.0258901801
Organismal,ANPEP,0.1127978913
Organismal,ANXA3,0.0029009909
Organismal,ANXA4,-0.0547865315
Organismal,ANXA5,0.0007055885
Organismal,AOC1,-0.0066303478
Organismal,AOC3,-0.087952448
Organismal,APEX1,0.0319930991
Organismal,APOM,-0.2903509252
Organismal,APRT,-0.0920862517
Organismal,AREG,0.1424962126
Organismal,ARG1,0.0939345967
Organismal,ARHGAP1,-0.0333332372
Organismal,ARHGAP25,-0.1210772725
Organismal,ARHGEF12,0.0156604376
Organismal,ARID4B,0.0949140959
Organismal,ARNT,-0.0696332568
Organismal,ARSA,0.1485605388
Organismal,ARSB,-0.0491151455
Organismal,ART3,-0.48058149
Organismal,ARTN,-0.0891601218
Organismal,ASAH2,-0.0749705165
Organismal,ATF2,-0.0184479835
Organismal,ATG4A,-0.0049658275
Organismal,ATOX1,-0.0984090022
Organismal,ATP5IF1,-0.193958291
Organismal,ATP5PO,-0.0015111925
Organismal,ATP6AP2,-0.0541455664
Organismal,ATP6V1D,0.0685265514
Organismal,ATP6V1F,0.1351628741
Organismal,ATXN10,-0.0654284788
Organismal,AXIN1,-0.0576400451
Organismal,AXL,0.1229294204
Organismal,B4GALT1,-0.0341221738
Organismal,B4GAT1,0.4310144818
Organismal,BACH1,0.0520223155
Organismal,BAG3,-0.3092968271
Organismal,BAG6,0.0400146192
Organismal,BAIAP2,0.0020456968
Organismal,BAMBI,0.0808983217
Organismal,BANK1,-0.1221266762
Organismal,BAX,0.0390357428
Organismal,BCAM,-0.2404666905
Organismal,BCL2L11,0.5238321035
Organismal,BCR,0.0139702143
Organismal,BID,0.1781238468
Organismal,BIRC2,-0.0385336115
Organismal,BLVRB,-0.1644867975
Organismal,BMP4,-0.009961209
Organismal,BMP6,-0.0455454849
Organismal,BOC,-0.7329865715
Organismal,BPIFB1,0.024805675
Organismal,BRK1,0.0506873558
Organismal,BSG,-0.4320743559
Organismal,BST2,-0.1104849759
Organismal,BTC,0.0479272675
Organismal,BTN2A1,0.1446905854
Organismal,BTN3A2,-0.0052792434
Organismal,C19orf12,-0.1396334035
Organismal,C1QA,0.0568389244
Organismal,C1QTNF1,-0.097542243
Organismal,C2CD2L,0.0484615684
Organismal,CA1,-0.1848292557
Organismal,CA12,-0.2840452522
Organismal,CA13,-0.0104358311
Organismal,CA2,0.1539618367
Organismal,CA4,-0.5917815628
Organismal,CALB1,0.3757800096
Organismal,CALB2,-0.2462455213
Organismal,CALCA,0.1836673319
Organismal,CALCOCO1,-0.1754564124
Organismal,CANT1,0.3604432229
Organismal,CAPG,-0.0905253583
Organismal,CARHSP1,0.1370452856
Organismal,CASP1,0.0239337489
Organismal,CASP10,0.0485076109
Organismal,CASP3,-0.1314981886
Organismal,CASP8,0.2654697391
Organismal,CBLN4,-0.1758448718
Organismal,CC2D1A,-0.0048890929
Organismal,CCDC80,1.5525199889
Organismal,CCL11,0.6373409386
Organismal,CCL13,0.1627188721
Organismal,CCL14,-0.0062546189
Organismal,CCL15,-0.0327585636
Organismal,CCL17,-0.0550459898
Organismal,CCL19,0.0465669467
Organismal,CCL2,-0.2597733873
Organismal,CCL20,-0.0906273921
Organismal,CCL21,0.0554020379
Organismal,CCL22,-0.1360589318
Organismal,CCL23,-0.0675877327
Organismal,CCL24,-0.0316712097
Organismal,CCL26,-0.0194864269
Organismal,CCL3,0.0516902358
Organismal,CCL4,0.0518167128
Organismal,CCL7,-0.1181857875
Organismal,CCL8,-0.0385084773
Organismal,CCN1,0.3449076168
Organismal,CCN2,0.0262667158
Organismal,CCN3,0.7368463507
Organismal,CCN4,-0.0580952167
Organismal,CCN5,0.8097891295
Organismal,CCT5,-0.0470450784
Organismal,CD109,0.053417851
Organismal,CD14,-0.0225716144
Organismal,CD160,-0.257748506
Organismal,CD163,-0.3668276114
Organismal,CD164,-0.0012055534
Organismal,CD1C,-0.5516879433
Organismal,CD200,-0.1178884229
Organismal,CD200R1,0.0787193536
Organismal,CD209,0.3310350922
Organismal,CD22,0.0494379959
Organismal,CD27,0.0768035953
Organismal,CD274,-0.3181205552
Organismal,CD276,0.0931776731
Organismal,CD28,-0.0090470385
Organismal,CD2AP,-0.1431536288
Organismal,CD300C,-0.1187606299
Organismal,CD300E,-0.085970463
Organismal,CD300LF,-0.0446798777
Organismal,CD302,0.0717722742
Organismal,CD33,0.0304085373
Organismal,CD34,-0.0205707053
Organismal,CD38,0.1542991866
Organismal,CD4,0.0935062303
Organismal,CD40,0.089844624
Organismal,CD40LG,-0.1017733511
Organismal,CD46,0.1154267011
Organismal,CD48,-0.0224154117
Organismal,CD5,-0.2102393405
Organismal,CD55,0.1420089955
Organismal,CD58,-0.2083873932
Organismal,CD59,-0.2249125823
Organismal,CD6,0.0219419432
Organismal,CD63,0.0704591917
Organismal,CD69,0.0770597202
Organismal,CD70,0.1036826634
Organismal,CD74,0.0139882324
Organismal,CD79B,-0.1215859133
Organismal,CD83,-0.5186721568
Organismal,CD84,0.0702781627
Organismal,CD99,0.8033455015
Organismal,CD99L2,-0.5376483221
Organismal,CDC27,0.0910267085
Organismal,CDC37,-0.2001707359
Organismal,CDCP1,0.9183441527
Organismal,CDH1,-0.1443953563
Organismal,CDH15,0.1006152164
Organismal,CDH2,0.3035201301
Organismal,CDH3,-0.6019854858
Organismal,CDH5,-0.049511172
Organismal,CDH6,-0.1658487964
Organismal,CDKN1A,0.0089304812
Organismal,CDKN2D,-0.0774141693
Organismal,CDNF,-0.1375629252
Organismal,CDON,-1.2867767873
Organismal,CEACAM1,0.2677861798
Organismal,CEACAM5,0.1005063731
Organismal,CEP164,0.0337448935
Organismal,CEP20,0.0150596015
Organismal,CEP43,-0.1447745789
Organismal,CEP85,0.0210662138
Organismal,CERT,0.031240576
Organismal,CES1,0.0731813139
Organismal,CES2,-0.1181289408
Organismal,CES3,0.0464441796
Organismal,CETN2,-0.0903895642
Organismal,CFC1,0.1717270785
Organismal,CGREF1,-0.020377912
Organismal,CHAC2,-0.1275539408
Organismal,CHEK2,0.0506843888
Organismal,CHGB,0.6237478656
Organismal,CHI3L1,0.0148977491
Organismal,CHIT1,0.041732174
Organismal,CHL1,-0.0734955949
Organismal,CHMP1A,0.1515552685
Organismal,CHRDL1,1.3185403045
Organismal,CHRDL2,-0.2311045143
Organismal,CIAPIN1,0.0131361428
Organismal,CKAP4,-0.6582852911
Organismal,CKMT1A_CKMT1B,0.0722988006
Organismal,CLEC10A,-0.1416993095
Organismal,CLEC11A,-0.1357163241
Organismal,CLEC14A,-0.676578463
Organismal,CLEC1A,-0.2303264559
Organismal,CLEC1B,0.0287311938
Organismal,CLEC4A,-0.2622498326
Organismal,CLEC4C,0.0259145704
Organismal,CLEC4G,0.2683813462
Organismal,CLEC5A,0.3681556774
Organismal,CLMP,-0.3947469365
Organismal,CLPP,0.0623879258
Organismal,CLSTN1,0.0418065593
Organismal,CLSTN2,0.0589526183
Organismal,CLTA,0.0923487783
Organismal,CLUL1,0.0924811347
Organismal,CNPY2,-0.0575433403
Organismal,CNPY4,0.0451973754
Organismal,CNST,-0.0042886884
Organismal,CNTN3,0.1723340972
Organismal,CNTN5,0.4101309741
Organismal,COL1A1,-0.1255988355
Organismal,COL4A1,-0.4149424192
Organismal,COL6A3,-1.2140174666
Organismal,COL9A1,-0.1145234521
Organismal,COLEC12,0.4660993705
Organismal,COMP,0.3840637547
Organismal,COX5B,-0.0150108384
Organismal,CPE,0.0900922623
Organismal,CPM,-0.1125998033
Organismal,CPVL,-0.0530970839
Organismal,CPXM1,0.0260750099
Organismal,CR2,-0.4555884153
Organismal,CRACR2A,-0.1097551593
Organismal,CRADD,0.3405159401
Organismal,CREG1,0.1744100509
Organismal,CRELD2,0.0768942518
Organismal,CRHBP,0.3109836819
Organismal,CRHR1,0.0207934461
Organismal,CRIM1,-1.2106050846
Organismal,CRIP2,0.0173238193
Organismal,CRNN,-0.0325708606
Organismal,CRTAC1,1.0028388816
Organismal,CRX,-0.013894385
Organismal,CSF1,0.3562139936
Organismal,CSF3,-0.1944657277
Organismal,CTF1,-0.0926447636
Organismal,CTSB,-0.0141764345
Organismal,CTSC,0.1265980595
Organismal,CTSD,0.2252756546
Organismal,CTSF,0.3223878447
Organismal,CTSH,-0.0021748117
Organismal,CTSL,0.2015316945
Organismal,CTSO,0.0906536739
Organismal,CTSV,-0.6096761097
Organismal,CTSZ,0.2724589544
Organismal,CX3CL1,0.0658869825
Organismal,CXADR,-0.0767855596
Organismal,CXCL10,0.1225792752
Organismal,CXCL11,0.0545945738
Organismal,CXCL12,-0.3526591851
Organismal,CXCL14,0.3582774498
Organismal,CXCL16,-0.3257974573
Organismal,CXCL17,1.5898226424
Organismal,CXCL3,0.0877172588
Organismal,CXCL8,0.0076705329
Organismal,CXCL9,0.2142522606
Organismal,DAB2,0.1833031951
Organismal,DAG1,0.344918175
Organismal,DAPP1,0.1621560442
Organismal,DARS1,0.1736134526
Organismal,DBI,-0.0911604757
Organismal,DCBLD2,0.295886008
Organismal,DCN,0.6925977575
Organismal,DCTN1,0.0688424619
Organismal,DCTN2,-0.0250702124
Organismal,DCTN6,-0.0673676666
Organismal,DCTPP1,0.2110362862
Organismal,DDAH1,0.0396329846
Organismal,DDC,0.0959708616
Organismal,DDX58,-0.0010522124
Organismal,DECR1,0.0046937537
Organismal,DFFA,-0.3015460395
Organismal,DGKZ,0.0008031637
Organismal,DIABLO,0.0783081551
Organismal,DKK1,-0.0261959996
Organismal,DKK3,0.6357519692
Organismal,DKK4,5.0718e-06
Organismal,DLK1,0.5414904383
Organismal,DLL1,-0.0249519049
Organismal,DNAJA2,0.0786520041
Organismal,DNAJB1,0.0429461616
Organismal,DNER,0.0217300115
Organismal,DNPH1,0.1460531013
Organismal,DOK2,-0.0035113509
Organismal,DPEP1,0.0892272499
Organismal,DPP10,-0.0204708018
Organismal,DPP4,-0.3923022823
Organismal,DPP6,0.100560291
Organismal,DPP7,0.0394555645
Organismal,DPT,0.626104635
Organismal,DPY30,-0.1095162934
Organismal,DRAXIN,-0.0339285264
Organismal,DRG2,0.1855790254
Organismal,DSC2,0.4602191518
Organismal,DSG2,-0.0365217723
Organismal,DSG3,-0.3575765595
Organismal,DTX3,0.585329017
Organismal,DUOX2,0.0203976489
Organismal,DUSP3,-0.0116984001
Organismal,EBAG9,0.1093904291
Organismal,EBI3_IL27,0.4271010618
Organismal,ECE1,-0.1559128141
Organismal,EDA2R,1.840146719
Organismal,EDAR,0.009947113
Organismal,EDIL3,-0.0315990286
Organismal,EFEMP1,1.2926264147
Organismal,EFNA1,-0.289600399
Organismal,EFNA4,-0.2779885488
Organismal,EGF,-0.0818164463
Organismal,EGFL7,-0.046072903
Organismal,EGFR,-1.1776996821
Organismal,EIF4B,-0.0357190364
Organismal,EIF4G1,-0.2673468668
Organismal,EIF5A,-0.0271576994
Organismal,ELOA,-0.1442391049
Organismal,ENAH,-0.0872461735
Organismal,ENG,-1.5249109294
Organismal,ENO1,-0.0265063362
Organismal,ENPP2,-0.5077425228
Organismal,ENPP5,-0.1790831984
Organismal,ENPP7,0.0485087935
Organismal,ENTPD5,-0.0275043799
Organismal,ENTPD6,-0.2163718975
Organismal,EPCAM,-0.0078214509
Organismal,EPHA1,0.4968038025
Organismal,EPHA10,-0.0191538103
Organismal,EPHB4,-0.3205024439
Organismal,EPHB6,-0.4723490758
Organismal,EPHX2,-0.04811891
Organismal,EPS8L2,-0.0681959755
Organismal,ERBB2,-0.2126888872
Organismal,ERBB3,-0.2066156737
Organismal,ERBB4,0.8829675659
Organismal,ERBIN,0.000375376
Organismal,EREG,0.1930822279
Organismal,ERP44,0.2235507948
Organismal,ESAM,-0.1207720219
Organismal,ESM1,0.2398864002
Organismal,F11R,-0.6647883362
Organismal,F2R,0.1652002876
Organismal,F3,0.4242672238
Organismal,FABP1,-0.0528181977
Organismal,FABP5,-0.2581093037
Organismal,FADD,0.0355144608
Organismal,FAM3B,-0.0590645017
Organismal,FAM3C,0.2610644503
Organismal,FAP,0.6006913637
Organismal,FAS,0.2313558355
Organismal,FCER2,-0.0022063191
Organismal,FCGR2B,0.0214367428
Organismal,FCN2,0.0837835538
Organismal,FCRL1,-0.2230882395
Organismal,FCRL2,0.4291580374
Organismal,FCRL3,0.0177024765
Organismal,FCRL5,-0.1611966322
Organismal,FCRLB,-0.0509457908
Organismal,FEN1,0.0215538942
Organismal,FES,0.1112906369
Organismal,FGF19,0.0848527443
Organismal,FGF2,-0.0205429543
Organismal,FGF23,-0.1157476584
Organismal,FGF5,0.4090531601
Organismal,FGFBP1,-0.0246534569
Organismal,FGFR2,0.1616333436
Organismal,FHIT,-0.0744429492
Organismal,FIS1,-0.066298725
Organismal,FKBP4,-0.3022237318
Organismal,FKBP5,-0.0205066842
Organismal,FKBP7,0.0002437005
Organismal,FLI1,-0.0007334439
Organismal,FLRT2,-0.0971024187
Organismal,FLT1,-0.2629289318
Organismal,FLT3,-0.1036608344
Organismal,FLT3LG,0.3708442267
Organismal,FLT4,0.3193124723
Organismal,FMR1,0.0844613998
Organismal,FOLR1,-0.5012473577
Organismal,FOLR2,0.237498299
Organismal,FOSB,-0.0119422551
Organismal,FOXO1,-0.1850138844
Organismal,FOXO3,-0.0392020606
Organismal,FST,0.0330657867
Organismal,FSTL3,0.1075439369
Organismal,FUCA1,-0.0088122558
Organismal,FURIN,0.3702327709
Organismal,FUS,-0.0822410739
Organismal,FUT3_FUT5,0.0613349979
Organismal,FUT8,0.0291807961
Organismal,FXN,-0.2132930129
Organismal,FXYD5,-0.0153488456
Organismal,GALNT10,0.1994787424
Organismal,GALNT2,-0.1641661823
Organismal,GALNT3,-0.1063172739
Organismal,GALNT7,-0.2538927806
Organismal,GAS6,-0.6539808852
Organismal,GBP2,0.0137609527
Organismal,GCNT1,0.2811522919
Organismal,GDF15,1.12884152
Organismal,GDNF,0.0055019775
Organismal,GFER,0.0206078456
Organismal,GFOD2,-0.0237933036
Organismal,GFRA1,-0.4930719514
Organismal,GFRA2,0.0399549659
Organismal,GFRA3,0.2435144529
Organismal,GGA1,-0.0377009742
Organismal,GGH,-0.2540704155
