Tissue,Protein,Coefficient
Organismal,WDR46,-0.0811724666
Organismal,WFDC12,0.0200744622
Organismal,WFDC2,0.568379591
Organismal,WFIKKN1,0.0829193576
Organismal,WIF1,-0.4955485804
Organismal,WNT9A,0.9924760672
Organismal,WWP2,0.0010752983
Organismal,XCL1,-0.1910861507
Organismal,XG,-0.0788851866
Organismal,XPNPEP2,-0.0400194368
Organismal,YARS1,0.1778838027
Organismal,YES1,-0.2206253614
Organismal,YOD1,0.1697837599
Organismal,YWHAQ,0.1770380781
Organismal,ZBTB16,0.081619244
Organismal,ZBTB17,-0.0217122008
Organismal,ZCCHC8,0.0082316941
Organismal,ZFYVE19,0.0259788756
Organismal,ZNF75D,0.0057370797
Organismal,ZNF830,-0.0031215226
Organismal,ZNRD2,0.1872491127
Organismal,ZP3,-3.5639e-06
Organismal,ZPR1,-0.0207909129
Brain,Intercept,57.0187251548
Brain,ABCA2,0.6053624734
Brain,ADAM22,1.2619165039
Brain,ADCYAP1R1,-0.414915459
Brain,AMBN,-0.4520493132
Brain,ANGPTL7,0.3157807525
Brain,APLP1,-0.126028404
Brain,APOD,0.220025845
Brain,ATP1B2,-0.2163229138
Brain,ATP6V1G2,-0.0305681858
Brain,BCAN,-5.1565107602
Brain,C1QL2,-1.5090243739
Brain,CA11,-0.1512596456
Brain,CA14,-2.6117789695
Brain,CBLN1,-0.0811730435
Brain,CDH22,0.0622456983
Brain,CEND1,0.1392740203
Brain,CLEC2L,-0.2990464633
Brain,CNDP1,-0.0554848428
Brain,CNP,-0.6843023625
Brain,CNTF,-0.082183073
Brain,CNTN1,0.9962515177
Brain,CNTN2,0.5025616647
Brain,CNTNAP2,-0.2646190992
Brain,CNTNAP4,0.0702544205
Brain,CPLX2,0.0146561141
Brain,CRH,-0.1250181601
Brain,CRTAM,0.3116914366
Brain,CSPG5,-0.0890854531
Brain,DNAJC6,-0.0093748418
Brain,DNM1,-0.1127304187
Brain,DNM3,0.2827592996
Brain,ELAVL4,-0.0342296768
Brain,ENO2,0.2619691243
Brain,ENOPH1,-0.0007861945
Brain,ENPP6,-0.7458639676
Brain,EXTL1,0.1418093325
Brain,FGF3,-0.1483906913
Brain,FKBP1B,0.4124294599
Brain,GABRA4,-0.0373991406
Brain,GAD1,-0.0555626786
Brain,GAD2,0.0118509051
Brain,GFAP,3.2618180961
Brain,GPC5,0.0690344327
Brain,GPR101,-0.0051299053
Brain,GPR158,0.1875641927
Brain,GPR37,-0.2674958482
Brain,GRIK2,0.4379015115
Brain,GRIN2B,-0.0874856207
Brain,HTR1A,-0.0734542258
Brain,IDS,-1.7098960017
Brain,IGLON5,-0.0588673828
Brain,IGSF21,-0.6446107148
Brain,IL9,0.0400482927
Brain,IMPG1,-0.1997650827
Brain,KCNIP4,-0.1610819378
Brain,KIAA1549L,-0.0812799578
Brain,LCN15,0.1598833955
Brain,LHPP,-0.2726526617
Brain,LRFN2,-0.2903282499
Brain,LRTM2,-0.6303758133
Brain,MAG,0.0890567129
Brain,MAP2,-0.2675936072
Brain,MAPK9,0.2942516843
Brain,MDGA1,0.0028740402
Brain,MEGF10,-0.6265426036
Brain,MEGF11,-0.2691449268
Brain,MEPE,-2.3437237322
Brain,MOG,6.4614110768
Brain,MZT1,-0.4709886344
Brain,NCAN,-1.1023935141
Brain,NEFL,3.7148640491
Brain,NGFR,-0.1298335118
Brain,NPTX1,0.3632557621
Brain,NPTXR,-0.6319130822
Brain,NRGN,-0.1617844741
Brain,NRXN3,0.1879945708
Brain,OMG,0.9308502693
Brain,OSTN,0.4018474093
Brain,OXT,-0.2623194298
Brain,PACS2,0.156194466
Brain,PENK,1.2569666214
Brain,PMCH,-0.1032637697
Brain,PNMA2,0.0911257989
Brain,POLR2F,-0.1730055515
Brain,PPP3R1,0.4342319351
Brain,PTPRR,-6.0376185775
Brain,PTPRZ1,4.0919407234
Brain,PVALB,0.0511044641
Brain,QDPR,-1.1388428773
Brain,RAB6B,-0.1675082522
Brain,RASGRF1,0.060534218
Brain,RGS8,-0.0897765541
Brain,RTN4R,0.1958804747
Brain,SCN2A,0.0188715153
Brain,SCN2B,0.2078759679
Brain,SCN4B,0.219838945
Brain,SCRN1,0.3635670635
Brain,SEPTIN3,0.5213620827
Brain,SEPTIN8,2.945132224
Brain,SERPINI1,-0.6065793376
Brain,SEZ6,0.1076009114
Brain,SEZ6L,-0.442319698
Brain,SLITRK1,0.2100255174
Brain,SNAP25,-0.8245739034
Brain,SOWAHA,0.0126497123
Brain,SPOCK1,2.7962710757
Brain,STX1B,0.1014617316
Brain,SV2A,-0.321031065
Brain,SYT1,0.2635308597
Brain,TAGLN3,-0.0338389918
Brain,TBR1,-0.0225765927
Brain,TMPRSS5,0.3542171987
Brain,TNR,-0.5132100812
Brain,TSPAN7,-0.0483247318
Brain,TUBB3,0.100422919
Brain,VSNL1,-0.021828193
Brain,VSTM2B,-0.1267747824
Brain,VWC2L,0.1477579098
Salivary,Intercept,57.2117005181
Salivary,BPIFB2,0.6275460204
Salivary,CCL28,1.5960641376
Salivary,CRISP3,-2.9391761079
Salivary,CXCL5,-0.038721823
Salivary,LACRT,-0.3388059818
Salivary,LEG1,-0.6616376453
Salivary,LPO,-0.7570265163
Salivary,ODAM,-0.8222944596
Salivary,PRR4,-0.1017767542
Salivary,TCN1,0.3798453809
Heart,Intercept,57.3605738332
Heart,BMP10,2.2797327566
Heart,ITGB1BP2,-0.0908520856
Heart,MYL4,0.4579429595
Heart,NMRK2,-0.6650217564
Heart,NPPB,1.1808019233
Heart,PXDNL,0.0903662121
Heart,TNNI3,0.319165207
Pituitary,Intercept,56.0938814014
Pituitary,CGA,0.2118977951
Pituitary,CSH1,-0.4304232472
Pituitary,FSHB,2.8274550187
Pituitary,GAL,-0.903391729
Pituitary,GH1,-0.0239308342
Pituitary,GH2,-0.1941357945
Pituitary,GHRHR,-0.0629510251
Pituitary,LHB,0.025163046
Pituitary,NPTX2,4.8410496015
Pituitary,POMC,0.8834123498
Pituitary,PRL,-1.3916155843
Pituitary,TSHB,0.2146172072
Muscle,Intercept,57.2002008453
Muscle,ATP1B4,0.1531101932
Muscle,CA3,0.6665870862
Muscle,DUSP29,0.2152633026
Muscle,EGLN1,1.0189735381
Muscle,ENO3,-1.8275938232
Muscle,FGF6,0.116974259
Muscle,IDI2,0.5185436203
Muscle,KLHL41,-1.3584687142
Muscle,MYBPC1,3.7383971677
Muscle,MYBPC2,-0.4476098116
Muscle,MYH4,0.0152327211
Muscle,MYL1,-0.354370943
Muscle,MYLPF,-0.7664979578
Muscle,NEB,-0.1765245604
Muscle,PRKAG3,0.6312620759
Muscle,RYR1,0.1746610501
Muscle,SOD2,-0.9636935436
Muscle,TMOD4,-0.1407049255
Muscle,TPM3,-0.6299310758
Muscle,TTN,-0.151462406
Conventional,Intercept,57.1229388361
Conventional,A1BG,0.0080939337
Conventional,AAMDC,-0.0534432691
Conventional,AARSD1,0.1270996447
Conventional,ABHD14B,0.0617389
Conventional,ABL1,0.0291769806
Conventional,ABO,0.0533914403
Conventional,ABRAXAS2,-0.0080824464
Conventional,ACAA1,-0.006922454
Conventional,ACADM,0.0032761133
Conventional,ACADSB,0.0759779142
Conventional,ACE2,0.0103684604
Conventional,ACHE,-0.216155618
Conventional,ACOX1,0.0106229705
Conventional,ACP1,0.0501939537
Conventional,ACP5,-0.1720657183
Conventional,ACP6,-0.0422437813
Conventional,ACRBP,0.0814467872
Conventional,ACRV1,0.2264292654
Conventional,ACTA2,0.3577059826
Conventional,ACTN2,0.018494734
Conventional,ACTN4,-0.0439786881
Conventional,ACVRL1,-0.0864742991
Conventional,ACY1,0.1233502495
Conventional,ACYP1,-0.0784880862
Conventional,ADA,-0.2196437624
Conventional,ADA2,-0.3065285735
Conventional,ADAM12,-0.1160773344
Conventional,ADAM22,0.1821355079
Conventional,ADAM23,0.0130061934
Conventional,ADAM9,-0.0625028817
Conventional,ADAMTS1,0.0505629201
Conventional,ADAMTS13,-0.2828464806
Conventional,ADAMTS15,-0.279862469
Conventional,ADAMTS16,0.3462202154
Conventional,ADAMTS4,0.2227125026
Conventional,ADAMTS8,0.0098976138
Conventional,ADAMTSL2,-0.2456753244
Conventional,ADAMTSL4,-0.0920627089
Conventional,ADAMTSL5,-0.2386249553
Conventional,ADCYAP1R1,-0.0788277728
Conventional,ADD1,-0.0117813677
Conventional,ADGRD1,-0.0164818855
Conventional,ADGRE1,0.1055759276
Conventional,ADGRE2,0.3367682931
Conventional,ADGRE5,0.1681445006
Conventional,ADGRF5,-0.1867499141
Conventional,ADGRG1,0.2725685023
Conventional,ADGRV1,-0.0514778379
Conventional,ADH1B,0.0801015843
Conventional,ADH4,0.1017589581
Conventional,ADIPOQ,0.0045319495
Conventional,ADM,0.2592171675
Conventional,AFAP1,0.0239671434
Conventional,AFM,0.0984345183
Conventional,AFP,0.3711556027
Conventional,AGBL2,0.0135879816
Conventional,AGER,-0.4582558106
Conventional,AGR2,-0.0057609601
Conventional,AGR3,-0.0059363881
Conventional,AGRN,-0.0944129636
Conventional,AGRP,-0.6419393942
Conventional,AGT,0.0611303195
Conventional,AGXT,-0.0315893678
Conventional,AHCY,0.0747153825
Conventional,AHNAK2,-0.0788831044
Conventional,AHSA1,0.0033271879
Conventional,AHSG,-0.0334886001
Conventional,AIDA,0.0527575702
Conventional,AIF1,0.0155945766
Conventional,AIF1L,0.0113723611
Conventional,AIFM1,0.0567800571
Conventional,AK1,0.0237023655
Conventional,AK2,0.0638827332
Conventional,AKAP12,0.0726328139
Conventional,AKR1B1,-0.020918452
Conventional,AKR1B10,-0.0007646254
Conventional,AKR7L,-0.0455825908
Conventional,AKT1S1,0.0589269882
Conventional,AKT2,0.0517177971
Conventional,AKT3,-0.0760061889
Conventional,ALCAM,0.1796607977
Conventional,ALDH5A1,0.0280066201
Conventional,ALMS1,0.0029015515
Conventional,ALPI,0.0223725536
Conventional,ALPP,0.006659215
Conventional,AMBP,-0.0675719262
Conventional,AMDHD2,0.1997511112
Conventional,AMFR,0.0419872378
Conventional,AMIGO2,-0.0974268031
Conventional,AMOT,-0.0905660804
Conventional,AMOTL2,-0.0133747429
Conventional,AMPD3,0.0617423515
Conventional,AMY1A_AMY1B_AMY1C,0.0030105389
Conventional,ANG,-0.0005169989
Conventional,ANGPT1,0.2598494473
Conventional,ANGPT2,-0.3111745086
Conventional,ANGPTL1,-0.1650606813
Conventional,ANGPTL3,-0.1246607613
Conventional,ANGPTL4,0.0854603849
Conventional,ANGPTL7,0.1514935217
Conventional,ANK2,0.0223258949
Conventional,ANKMY2,0.0689014053
Conventional,ANKRA2,0.0420064198
Conventional,ANKRD54,0.0157368737
Conventional,ANP32C,-0.0288689703
Conventional,ANXA1,0.194946208
Conventional,ANXA10,0.0283402257
Conventional,ANXA2,0.0059755157
Conventional,ANXA3,0.0378046594
Conventional,ANXA4,0.0763401684
Conventional,ANXA5,-0.0072486632
Conventional,AOC1,-0.0180018909
Conventional,AOC3,0.0818288656
Conventional,AP2B1,0.0679644048
Conventional,AP3B1,0.0072643498
Conventional,APCS,0.2401180868
Conventional,APLP1,-0.0963145738
Conventional,APOA1,-0.0158639532
Conventional,APOA2,-0.0660352314
Conventional,APOA4,-0.0535447923
Conventional,APOB,-0.0463575098
Conventional,APOBR,0.1331960298
Conventional,APOC1,-0.0709609672
Conventional,APOD,0.0757308439
Conventional,APOE,-0.074667712
Conventional,APOF,0.1172994183
Conventional,APOL1,-0.0379636729
Conventional,APOM,-0.1986244976
Conventional,ARAF,-0.0356039678
Conventional,AREG,0.0580212038
Conventional,ARF6,-0.0098121415
Conventional,ARG1,0.0137889539
Conventional,ARG2,0.000799165
Conventional,ARHGAP1,-0.030539836
Conventional,ARHGAP25,-0.0278416304
Conventional,ARHGAP45,0.1788619933
Conventional,ARHGAP5,-0.0020401898
Conventional,ARHGEF1,-0.0255427382
Conventional,ARHGEF10,0.0134716802
Conventional,ARHGEF12,0.0005119654
Conventional,ARHGEF5,-0.0303089704
Conventional,ARID3A,0.0250401741
Conventional,ARID4B,0.0347665809
Conventional,ARL13B,-0.0248546944
Conventional,ARL2BP,0.0108075593
Conventional,ARMCX2,0.0179054152
Conventional,ARNT,-0.0628528754
Conventional,ARNTL,-0.030785302
Conventional,ARSA,0.1267310416
Conventional,ARSB,-0.0196873997
Conventional,ART3,-0.1990616438
Conventional,ART5,-0.0307339064
Conventional,ARTN,-0.1043940727
Conventional,ASAH1,0.0849610598
Conventional,ASAH2,-0.0031937322
Conventional,ASGR1,-0.0903046353
Conventional,ASGR2,-0.0937226918
Conventional,ASRGL1,0.0208493699
Conventional,ASS1,0.0675730749
Conventional,ATF2,-0.0029386566
Conventional,ATF4,-0.0055503705
Conventional,ATG16L1,0.0051626098
Conventional,ATG4A,-0.0007392084
Conventional,ATOX1,-0.0364000141
Conventional,ATP1B1,0.011060406
Conventional,ATP1B3,0.0175395145
Conventional,ATP2B4,0.0019406308
Conventional,ATP5F1D,0.0072458782
Conventional,ATP5IF1,-0.0134993351
Conventional,ATP6V1D,0.0118282782
Conventional,ATP6V1F,0.1266541055
Conventional,ATP6V1G2,-0.0009164363
Conventional,ATRN,0.0980639679
Conventional,ATXN2,-0.0138328525
Conventional,ATXN2L,0.0457021266
Conventional,ATXN3,-0.0083880063
Conventional,AXIN1,0.0425206277
Conventional,AXL,-0.1922603125
Conventional,AZU1,-0.0385081732
Conventional,B2M,-0.0179738181
Conventional,B3GNT7,0.0628309356
Conventional,B4GALT1,-0.1068225731
Conventional,B4GAT1,0.356180024
Conventional,BACH1,0.0242834825
Conventional,BAG3,-0.1366319549
Conventional,BAG4,0.0347846257
Conventional,BAG6,0.0948752483
Conventional,BAIAP2,0.0262735823
Conventional,BAMBI,-0.015292032
Conventional,BANK1,-0.0049457553
Conventional,BAP18,0.1255834958
Conventional,BATF,0.0013071311
Conventional,BCAN,-0.4378721446
Conventional,BCAT1,0.1861977932
Conventional,BCHE,0.0486932809
Conventional,BCL2,0.0890229049
Conventional,BCL2L1,0.096172242
Conventional,BCL2L11,0.2110562418
Conventional,BCL7A,-0.01779918
Conventional,BDNF,0.161999285
Conventional,BECN1,-0.0029910106
Conventional,BGLAP,-0.129972916
Conventional,BGN,0.0158207493
Conventional,BHLHE40,0.0227374297
Conventional,BID,0.125351759
Conventional,BIN2,0.031909329
Conventional,BIRC2,-0.0641746213
Conventional,BLMH,-0.1401940108
Conventional,BLNK,-0.0902700323
Conventional,BLOC1S2,-0.0372164874
Conventional,BLOC1S3,-0.0081163322
Conventional,BLVRB,-0.0070707657
Conventional,BMP10,-0.1356658873
Conventional,BMP4,-0.0342680615
Conventional,BMP6,0.0372670101
Conventional,BNIP2,-0.1068573006
Conventional,BNIP3L,0.0668933817
Conventional,BOC,-0.3874245124
Conventional,BOLA1,0.0548772544
Conventional,BPIFA2,-0.0085085828
Conventional,BPIFB1,0.01097611
Conventional,BPIFB2,-0.0606669811
Conventional,BRAP,0.0158496534
Conventional,BRD1,-0.012623428
Conventional,BRD2,0.019238894
Conventional,BRD3,0.0811316668
Conventional,BRDT,0.0056484846
Conventional,BRK1,-0.0173042502
Conventional,BRME1,0.0322222032
Conventional,BRSK2,-0.1142762982
Conventional,BSG,-0.159089808
Conventional,BST1,-0.0079567643
Conventional,BTLA,0.0242216635
Conventional,BTN1A1,0.0352237794
Conventional,BTN2A1,0.0563086281
Conventional,BTN3A2,-0.0008912411
Conventional,BTNL10,0.0965620339
Conventional,C19orf12,-0.0879639173
Conventional,C1GALT1C1,0.009309915
Conventional,C1QBP,0.0148250537
Conventional,C1QL2,-0.1926218274
Conventional,C1QTNF1,-0.0080795732
Conventional,C1QTNF5,0.0952823959
Conventional,C1QTNF6,-0.1603537536
Conventional,C1QTNF9,-0.0357920816
Conventional,C1S,0.2762343267
Conventional,C2,0.0083973014
Conventional,C2CD2L,-0.0003503117
Conventional,C2orf69,0.0231634102
Conventional,C3,0.0763546196
Conventional,C4BPB,0.1897124109
Conventional,C5,-0.0143504581
Conventional,C7orf50,0.0540864403
Conventional,C9,0.071080211
Conventional,C9orf40,-0.0004652436
Conventional,CA1,-0.0079239392
Conventional,CA12,-0.2752974994
Conventional,CA13,-0.0297504045
Conventional,CA14,-0.2629473636
Conventional,CA2,0.0506466385
Conventional,CA4,-0.4020574457
Conventional,CA5A,-0.0335684979
Conventional,CA6,-0.0108433782
Conventional,CA7,0.0482222213
Conventional,CA8,0.0246252894
Conventional,CA9,-0.0320457015
Conventional,CABP2,-0.0654356779
Conventional,CACNA1H,0.0140925392
Conventional,CACNB3,-0.0751104622
Conventional,CACYBP,-0.0020056525
Conventional,CADPS,-0.0173539988
Conventional,CALB1,0.2409570978
Conventional,CALCA,0.0919725867
Conventional,CALCB,-0.0798580663
Conventional,CALCOCO1,-0.1457083635
Conventional,CALY,0.0508186491
Conventional,CAMKK1,-0.0013459714
Conventional,CAMLG,0.001976018
Conventional,CAMSAP1,0.0677126823
Conventional,CANT1,0.0495673933
Conventional,CAPG,-0.0043351505
Conventional,CAPN3,-0.0036733623
Conventional,CAPS,0.0974333899
Conventional,CARHSP1,0.1164739372
Conventional,CASP1,0.0104422366
Conventional,CASP2,-0.0012384253
Conventional,CASP3,-0.0241290266
Conventional,CASP4,0.0098405942
Conventional,CASP8,0.2708729206
Conventional,CASP9,0.0677796351
Conventional,CASQ2,-0.0134122859
Conventional,CAT,0.0066434136
Conventional,CBLIF,0.0184225834
Conventional,CBLN1,-0.0280866917
Conventional,CBLN4,-0.0578368886
Conventional,CBS,0.0993335127
Conventional,CBX2,-0.0401971705
Conventional,CC2D1A,0.0712745443
Conventional,CCAR2,-0.0037461161
Conventional,CCDC134,0.0192237481
Conventional,CCDC28A,0.0028565532
Conventional,CCDC50,-0.0433089408
Conventional,CCDC80,0.7474333438
Conventional,CCER2,-0.0673463477
Conventional,CCL11,0.3543276596
Conventional,CCL13,0.1585025297
Conventional,CCL14,-0.0281721787
Conventional,CCL15,-0.0341676967
Conventional,CCL17,-0.0319761944
Conventional,CCL18,0.0289258382
Conventional,CCL19,0.0360309666
Conventional,CCL2,-0.1275536689
Conventional,CCL20,-0.0549526839
Conventional,CCL21,0.0567908933
Conventional,CCL22,-0.0979160484
Conventional,CCL23,-0.0075723783
Conventional,CCL24,-0.0196744253
Conventional,CCL25,0.102655559
Conventional,CCL26,-0.0134674487
Conventional,CCL27,0.0955296532
Conventional,CCL28,0.2265154377
Conventional,CCL3,0.0816353705
Conventional,CCL4,0.0033735945
Conventional,CCL5,-0.0746475814
Conventional,CCL7,-0.0602228427
Conventional,CCL8,-0.0270630061
Conventional,CCN1,0.1503730505
Conventional,CCN3,0.1750805056
Conventional,CCN4,-0.0468350861
Conventional,CCN5,0.6103090579
Conventional,CCNE1,-0.0088767494
Conventional,CCS,0.0256773213
Conventional,CD101,0.0136171224
Conventional,CD109,0.0854673069
Conventional,CD14,-0.0547707636
Conventional,CD160,-0.1341760859
Conventional,CD163,-0.0365325863
Conventional,CD164L2,0.0684128474
Conventional,CD177,-0.0071219268
Conventional,CD1C,-0.2117644241
Conventional,CD2,-0.0037089028
Conventional,CD200R1,0.0803007117
Conventional,CD209,0.1742888664
Conventional,CD22,0.0324058605
Conventional,CD248,0.5257835079
Conventional,CD274,-0.1219543757
Conventional,CD276,0.0103248789
Conventional,CD28,0.025896719
Conventional,CD2AP,-0.1438166804
Conventional,CD300A,-0.0641247892
Conventional,CD300C,-0.0575944197
Conventional,CD300LF,-0.0428935397
Conventional,CD300LG,-0.0509528859
Conventional,CD302,0.056410867
Conventional,CD36,-0.054788652
Conventional,CD38,0.0903020273
Conventional,CD3E,-0.0679451049
Conventional,CD3G,0.0078230829
Conventional,CD4,0.0845732712
Conventional,CD40,0.0253365161
Conventional,CD40LG,-0.0663168332
Conventional,CD46,0.1615298082
Conventional,CD48,0.0676162142
Conventional,CD5,-0.0858906508
Conventional,CD55,0.119177932
Conventional,CD58,-0.0814260327
Conventional,CD5L,0.1677530764
Conventional,CD6,0.0202926594
Conventional,CD63,0.0585155861
Conventional,CD69,0.0045587249
Conventional,CD7,-0.117403429
Conventional,CD70,0.0668841171
Conventional,CD72,0.0235826218
Conventional,CD80,-0.0857494113
Conventional,CD83,-0.330837036
Conventional,CD84,0.0474561058
Conventional,CD8A,-0.1475773596
Conventional,CD93,-0.3109720408
Conventional,CD99L2,-0.1522580002
Conventional,CDA,0.0407234255
Conventional,CDC123,-0.0540784468
Conventional,CDC25A,0.0055267106
Conventional,CDC26,-0.0200337321
Conventional,CDC37,-0.0945738788
Conventional,CDC42BPB,0.0864588051
Conventional,CDCP1,0.6085337442
Conventional,CDH1,-0.0250582202
Conventional,CDH15,0.0362094731
Conventional,CDH17,0.0227987869
Conventional,CDH2,0.1621583456
Conventional,CDH22,0.0407570234
Conventional,CDH23,0.0743221238
Conventional,CDH3,-0.3556281638
Conventional,CDH4,-0.0203139276
Conventional,CDHR1,-0.0322905225
Conventional,CDHR2,0.3315518178
Conventional,CDHR5,0.0752298551
Conventional,CDK5RAP3,-0.0851548
Conventional,CDKL5,0.0188354467
Conventional,CDKN1A,-0.0531537279
Conventional,CDKN2D,-0.0377258164
Conventional,CDON,-0.6317123315
Conventional,CDSN,0.0415515779
Conventional,CEACAM1,0.1335920373
Conventional,CEACAM19,0.0939746047
Conventional,CEACAM20,-0.0570173189
Conventional,CEACAM21,0.0250735994
Conventional,CEACAM5,0.0944546274
Conventional,CEACAM6,-0.1448993635
Conventional,CEBPA,-0.0148742631
Conventional,CEBPB,0.0256253324
Conventional,CELA2A,0.2375455737
Conventional,CELA3A,-0.1861467137
Conventional,CELSR2,-0.1115131724
Conventional,CEMIP2,-0.066357594
Conventional,CENPJ,-0.0099233997
Conventional,CEP112,0.0633172434
Conventional,CEP164,0.0094347968
Conventional,CEP20,-0.0618257458
Conventional,CEP350,-0.029357523
Conventional,CEP43,-0.0470363452
Conventional,CEP85,0.0038295203
Conventional,CERT,-0.0333485235
Conventional,CES1,0.014723281
Conventional,CES2,-0.0892733979
Conventional,CES3,0.0292800535
Conventional,CETN2,-0.0272165717
Conventional,CETN3,-0.0899250385
Conventional,CFB,0.0356783239
Conventional,CFC1,0.0520603624
Conventional,CFH,0.0180710501
Conventional,CFHR2,0.0215657764
Conventional,CFI,0.0756732585
Conventional,CFP,-0.1349019055
Conventional,CGA,-0.2979319769
Conventional,CGB3_CGB5_CGB8,0.1825241898
Conventional,CGN,0.0189615889
Conventional,CGREF1,-0.0010374113
Conventional,CHAC2,-0.0228320746
Conventional,CHAD,0.1507420736
Conventional,CHCHD10,-0.1059449023
Conventional,CHCHD6,-0.0324496193
Conventional,CHEK2,0.0038596692
Conventional,CHGA,0.2152965042
Conventional,CHGB,0.3786708669
Conventional,CHI3L1,0.0024268143
Conventional,CHIT1,0.0260822901
Conventional,CHL1,-0.0739827515
Conventional,CHM,-0.0018773121
Conventional,CHMP1A,0.1143640173
Conventional,CHMP6,-0.0305564689
Conventional,CHP1,-5.40571e-05
Conventional,CHRDL1,0.7434261057
Conventional,CHRDL2,-0.02388458
Conventional,CHRM1,-0.0069704543
Conventional,CIAPIN1,0.0147643397
Conventional,CILP,0.1766403431
Conventional,CIRBP,-0.0208270207
Conventional,CIT,0.0134700393
Conventional,CKAP4,-0.345455436
Conventional,CKB,0.01448695
Conventional,CKMT1A_CKMT1B,0.0089781586
Conventional,CLASP1,-0.0370610642
Conventional,CLC,-0.0274513248
Conventional,CLEC10A,-0.0639861658
Conventional,CLEC11A,-0.0491859347
Conventional,CLEC12A,0.052505693
Conventional,CLEC14A,-0.0745414759
Conventional,CLEC1A,-0.0851707474
Conventional,CLEC2L,0.0274490904
Conventional,CLEC3B,-0.0702372234
Conventional,CLEC4A,-0.2493040167
Conventional,CLEC4C,0.0237705414
Conventional,CLEC4D,0.0206504726
Conventional,CLEC4M,0.0178048524
Conventional,CLEC5A,0.1830291927
Conventional,CLEC6A,0.0079889046
Conventional,CLEC7A,-0.0055098856
Conventional,CLGN,-0.0164010237
Conventional,CLIC5,0.0087165012
Conventional,CLIP2,-0.0039858504
Conventional,CLMP,-0.0501268299
Conventional,CLNS1A,0.0072725984
Conventional,CLPP,0.0399366329
Conventional,CLPS,0.0025635774
Conventional,CLSTN1,0.0183431731
Conventional,CLTA,0.0460084102
Conventional,CLU,0.0070731157
Conventional,CLUL1,0.049617024
Conventional,CMC1,-0.1847640887
Conventional,CMIP,0.0717467952
Conventional,CNDP1,0.0347183122
Conventional,CNGB3,-0.0439658929
Conventional,CNP,0.0371674871
Conventional,CNPY2,0.0078201943
Conventional,CNTF,-0.0070254486
Conventional,CNTN1,0.3108895601
Conventional,CNTN2,0.037612867
Conventional,CNTN3,0.1179130198
Conventional,CNTN4,0.0499117077
Conventional,CNTN5,0.3098368884
Conventional,CNTNAP2,-0.0345480646
Conventional,CNTNAP4,0.0257477888
Conventional,COCH,-0.0033281323
Conventional,COL15A1,-0.3550322304
Conventional,COL18A1,0.0766501446
Conventional,COL24A1,-0.0881207337
Conventional,COL2A1,-0.0218004966
Conventional,COL4A1,-0.2455400918
Conventional,COL5A1,-0.0941126828
Conventional,COL6A3,-0.6676748168
Conventional,COL9A1,-0.1510191472
Conventional,COL9A2,-0.0010554269
Conventional,COLEC12,0.3766567295
Conventional,COMMD9,0.0288403179
Conventional,COMP,0.0455988262
Conventional,COPB2,0.009265297
Conventional,COPE,0.0272463545
Conventional,COQ7,0.1248425685
Conventional,CORO1A,-0.0735768443
Conventional,CORO6,-0.0016917136
Conventional,COX6B1,-0.0580373068
Conventional,CPA1,0.3920700092
Conventional,CPA2,0.0901553879
Conventional,CPB1,-0.0675593068
Conventional,CPE,0.0897718811
Conventional,CPM,-0.0767123563
Conventional,CPOX,-0.0846250892
Conventional,CPQ,0.0317918157
Conventional,CPTP,0.1124522576
Conventional,CPVL,-0.0594812278
Conventional,CPXM1,0.0247825696
Conventional,CR2,-0.2576890776
Conventional,CRACR2A,-0.1147651102
Conventional,CRADD,0.0041449449
Conventional,CREB3,0.0247748069
Conventional,CREG1,0.1142964197
Conventional,CRELD1,-0.0600292167
Conventional,CRH,-0.0683416303
Conventional,CRHBP,0.1620648459
Conventional,CRHR1,0.02509008
Conventional,CRIM1,-0.2111845807
Conventional,CRIP2,0.0611557107
Conventional,CRKL,-0.1055297776
Conventional,CRNN,-0.0008948434
Conventional,CRTAC1,0.6653257177
Conventional,CRTAP,-0.0543151193
Conventional,CRX,-0.0119765952
Conventional,CRYBB2,0.1685317938
Conventional,CRYM,-0.0231820441
Conventional,CRYZL1,-0.0808793251
Conventional,CSDE1,0.0076758915
Conventional,CSF1R,0.0549918466
Conventional,CSF2RA,-0.0188627206
Conventional,CSF2RB,0.0200943702
Conventional,CSF3,-0.1178642059
Conventional,CSF3R,-0.0234987897
Conventional,CSNK1D,-0.0212089989
Conventional,CSPG4,0.1387131931
Conventional,CSPG5,-0.0001297194
Conventional,CSRP3,-0.0009745277
Conventional,CST5,0.1468009256
Conventional,CST6,0.0332745065
Conventional,CST7,-0.0012829835
Conventional,CSTB,-0.0039194028
Conventional,CTAG1A_CTAG1B,-0.0541784856
Conventional,CTBS,0.0638606413
Conventional,CTF1,-0.0077157384
Conventional,CTHRC1,0.4941419263
Conventional,CTNNA1,0.0334729433
Conventional,CTRB1,0.0374994622
Conventional,CTRL,0.0576618523
Conventional,CTSB,-0.0221819186
Conventional,CTSC,0.0052181541
Conventional,CTSD,0.0926900655
Conventional,CTSE,-0.0866097095
Conventional,CTSF,0.193889622
Conventional,CTSH,-0.0171234305
Conventional,CTSL,0.0935366093
Conventional,CTSO,0.079523418
Conventional,CTSV,-0.3525643365
Conventional,CWC15,0.0521061199
Conventional,CX3CL1,-0.1032399075
Conventional,CXADR,-0.0688648346
